iter	RMSE
306	0.2080219087
307	0.2077571543
308	0.2071958385
309	0.2068120241
310	0.2067917935
311	0.2067723035
312	0.2067332913
313	0.2066559676
314	0.2066061291
315	0.2065874431
316	0.2061628104
317	0.205903882
318	0.2058680665
319	0.2058052901
320	0.2052608696
321	0.2052138506
322	0.2048969909
323	0.2047068677
324	0.2042651101
325	0.2039625597
326	0.2037014577
327	0.2036161128
328	0.203454581
329	0.2029842851
330	0.2026833997
331	0.2023376143
332	0.2023061243
333	0.202075438
334	0.2020540503
335	0.2014983483
336	0.2013274605
337	0.2010214073
338	0.2010047626
339	0.2009891073
340	0.2007897605
341	0.2007736649
342	0.2006521912
343	0.2002665764
344	0.1999564089
345	0.1997990664
346	0.1997824146
347	0.1995711976
348	0.1991862152
349	0.199137769
350	0.1987847408
351	0.1987719565
352	0.1985045781
353	0.1984758188
354	0.1984596337
355	0.1983085946
356	0.198294217
357	0.1982173542
358	0.1980650389
359	0.197719896
360	0.1974960188
361	0.1971514523
362	0.1969514594
363	0.1969271584
364	0.1966598776
365	0.1963823491
366	0.1962479508
367	0.1961091764
368	0.1958848715
369	0.1958707852
370	0.1957094251
371	0.1956737735
372	0.1953646431
373	0.1950227444
374	0.1949566969
375	0.1947835026
376	0.1947704132
377	0.194289088
378	0.1939771293
379	0.1936487498
380	0.1933814819
381	0.1932334227
382	0.1931953436
383	0.1930213441
384	0.1926776152
385	0.1926647762
386	0.1925167544
387	0.1925028418
388	0.1923684308
389	0.1921888813
390	0.1919786282
391	0.1917278051
392	0.1916860984
393	0.1915450256
394	0.1913525941
395	0.1913129823
396	0.1907789191
397	0.190358837
398	0.1900378697
399	0.1897672322
400	0.1894819603
401	0.1894263589
402	0.1891899752
403	0.1891785172
404	0.1890399198
405	0.1886013206
406	0.1885624105
407	0.188495998
408	0.188268507
409	0.1881255569
410	0.1881140063
411	0.1878120434
412	0.1876503885
413	0.1874943111
414	0.1874819301
415	0.187249582
416	0.1872398854
417	0.1871422847
418	0.1870997891
419	0.1869392344
420	0.1869226646
421	0.1866396534
422	0.1864735157
423	0.1859420591
424	0.1859258767
425	0.1857943951
426	0.1857673694
427	0.1855288379
428	0.1852892582
429	0.1852783883
430	0.1850652562
431	0.1848369559
432	0.1844739126
433	0.1844639654
434	0.1843046462
435	0.1842136807
436	0.1840927632
437	0.1840027046
438	0.1839865911
439	0.1839713792
440	0.1835505746
441	0.1833049337
442	0.182898148
443	0.1828889987
444	0.1826290054
445	0.1825027601
446	0.1824018864
447	0.1823538944
448	0.1822009231
449	0.1818702302
450	0.1817417119
451	0.1815923118
452	0.181317996
453	0.1810727832
454	0.180931151
455	0.1806188196
456	0.1803952768
457	0.1800911838
458	0.1798507427
459	0.1795531805
460	0.1794774086
461	0.1790735726
462	0.1788382639
463	0.1787112552
464	0.1786076898
465	0.1784338842
466	0.1782298352
467	0.1780083692
468	0.1778033108
469	0.1777936725
470	0.177395067
471	0.1771030952
472	0.1769809509
473	0.17696712
474	0.1768061332
475	0.1765869174
476	0.1763860963
477	0.1763776021
478	0.1763693086
479	0.1760707072
480	0.1757748065
481	0.1755318642
482	0.175430744
483	0.1749747792
484	0.1749670142
485	0.1747165926
486	0.1743681859
487	0.1740780337
488	0.1736188646
489	0.1733801933
490	0.1732693278
491	0.1730445713
492	0.1727837617
493	0.1725344767
494	0.1722382975
495	0.1721041176
496	0.1719068048
497	0.1716873606
498	0.1714015699
499	0.1711132702
500	0.170935062
501	0.1709268521
502	0.1707366503
503	0.1704646456
504	0.1700402476
505	0.1696273974
506	0.1693886892
507	0.1692061022
508	0.1690443607
509	0.1689210639
510	0.1685301267
511	0.1683434739
512	0.1680277538
513	0.1678181472
514	0.1676282984
515	0.1674098343
516	0.1671993107
517	0.1670313096
518	0.1669287072
519	0.1666118636
520	0.1663606644
521	0.1662347907
522	0.1659642496
523	0.1657869163
524	0.1654831686
525	0.1652610654
526	0.1650010963
527	0.1649347169
528	0.1648015445
529	0.1646246185
530	0.1642707714
531	0.1641690474
532	0.1640507881
533	0.1638660944
534	0.1636936137
535	0.1635091371
536	0.1633298107
537	0.1632194481
538	0.1629286068
539	0.1629155552
540	0.1628059267
541	0.1626522303
542	0.1626426054
543	0.1626157109
544	0.1623181149
545	0.1623110646
546	0.1621493146
547	0.1618687803
548	0.1616318056
549	0.1616248536
550	0.1615222514
551	0.1614112903
552	0.1613079999
553	0.1612994816
554	0.1611350174
555	0.1610360127
556	0.1608495366
557	0.1607109537
558	0.1604047995
559	0.1602286597
560	0.1602195746
561	0.1602111406
562	0.1600712217
563	0.1599816078
564	0.159973578
565	0.159766997
566	0.1595922273
567	0.1594241558
568	0.1591422471
569	0.1591338088
570	0.1588598255
571	0.1586670172
572	0.1584054611
573	0.1582264798
574	0.1582185196
575	0.1581279201
576	0.1577910859
577	0.1577828698
578	0.1575014606
579	0.1574934496
580	0.157373053
581	0.1572030506
582	0.1571975274
583	0.1569387377
584	0.1567989136
585	0.1565894948
586	0.1564846713
587	0.1563405951
588	0.156025656
589	0.155765288
590	0.1556656229
591	0.1555675244
592	0.1554146441
593	0.1553078493
594	0.1552270385
595	0.1549703861
596	0.1545877374
597	0.1544611569
598	0.1543187923
599	0.1539441817
600	0.1539331061
601	0.153925566
602	0.1539157134
603	0.1536807619
604	0.1535061688
605	0.153313858
606	0.1530305224
607	0.1529523242
608	0.1528843859
609	0.1525990799
610	0.1525471518
611	0.1522901177
612	0.1521119954
613	0.1520270236
614	0.1520174255
615	0.1519254198
616	0.1519160781
617	0.151908829
618	0.1517557395
619	0.1515187971
620	0.1513763864
621	0.1512348606
622	0.1512300687
623	0.1511436471
624	0.1509429785
625	0.1508943662
626	0.1508857169
627	0.1506915074
628	0.1505477302
629	0.1503510789
630	0.150346528
631	0.1500453363
632	0.1497632305
633	0.1496274791
634	0.1494316003
635	0.1493526216
636	0.1491869694
637	0.1491818215
638	0.1489799149
639	0.1488340475
640	0.1486143574
641	0.148301812
642	0.148180604
643	0.147921113
644	0.1477893258
645	0.1475889637
646	0.1474563203
647	0.1473204189
648	0.1473137762
649	0.1473094527
650	0.1473052201
651	0.1471892525
652	0.1471851997
653	0.1470463884
654	0.1470405041
655	0.1470363386
656	0.1468839841
657	0.1467491409
658	0.1467450766
659	0.1467372004
660	0.1466313193
661	0.1466254921
662	0.1466049672
663	0.1465995236
664	0.1465696684
665	0.1465660346
666	0.146378236
667	0.1463267067
668	0.1461621636
669	0.1461585893
670	0.1461551495
671	0.1460915267
672	0.145910253
673	0.1457779665
674	0.145772813
675	0.1455427289
676	0.145179223
677	0.145060289
678	0.1447689081
679	0.1447645446
680	0.1447609056
681	0.1446167256
682	0.1446131493
683	0.1445007912
684	0.1443342218
685	0.1440845403
686	0.1437794979
687	0.1437746449
688	0.1437714803
689	0.1435163583
690	0.1432836472
691	0.1429795483
692	0.1427684486
693	0.1426353821
694	0.1425567859
695	0.1423144554
696	0.1420396674
697	0.1417922167
698	0.1415142241
699	0.1412176019
700	0.1410996637
701	0.1408512944
702	0.140663723
703	0.1405090202
704	0.1402596193
705	0.1401469571
706	0.1400821881
707	0.1399425917
708	0.1398046236
709	0.1396237038
710	0.1394869155
711	0.1393286264
712	0.1391869353
713	0.1391821539
714	0.1390428756
715	0.1390025112
716	0.1388668356
717	0.1386370424
718	0.1385366867
719	0.1382016016
720	0.138198374
721	0.1380635469
722	0.1380574582
723	0.1379027977
724	0.1376132316
725	0.1373612563
726	0.1370955151
727	0.136897047
728	0.1367346571
729	0.1365318933
730	0.1363939164
731	0.1363234164
732	0.1362099962
733	0.1360968344
734	0.135912511
735	0.135812814
736	0.1357039305
737	0.1355014388
738	0.1354973465
739	0.1352999796
740	0.1351120891
741	0.1350411288
742	0.1348272171
743	0.1346414656
744	0.1345447264
745	0.1343675166
746	0.134187356
747	0.1341408077
748	0.1339971045
749	0.1338276424
750	0.133618867
751	0.1334098251
752	0.1333507365
753	0.1331357137
754	0.1330275421
755	0.1329320319
756	0.1328188517
757	0.1326207203
758	0.1324626736
759	0.1323622593
760	0.1321475004
761	0.132057865
762	0.1318980113
763	0.1317392201
764	0.1316883325
765	0.1315009011
766	0.1313795606
767	0.1313088485
768	0.1311790329
769	0.1310114576
770	0.1308383375
771	0.1307252303
772	0.1306048629
773	0.1304728404
774	0.1304233275
775	0.130247343
776	0.1301352338
777	0.1300484944
778	0.1297686894
779	0.1297062746
780	0.1295316943
781	0.1293873133
782	0.1292435731
783	0.1290282005
784	0.1289485896
785	0.128796198
786	0.1286791571
787	0.1285435628
788	0.1285139551
789	0.1282990691
790	0.1281387752
791	0.1280749293
792	0.1278456186
793	0.12772956
794	0.1274640681
795	0.1272688415
796	0.1271054509
797	0.1270798425
798	0.1269830766
799	0.1268992068
800	0.1268405807
801	0.1266295685
802	0.1265858459
803	0.1264307854
804	0.1263566788
805	0.1262279515
806	0.126006999
807	0.125849657
808	0.1257984679
809	0.1256528706
810	0.1254948935
811	0.1253378376
812	0.1252222206
813	0.1251325228
814	0.1249412076
815	0.124833164
816	0.1247196005
817	0.1245727521
818	0.1244678531
819	0.1243180332
820	0.1242908602
821	0.1241584894
822	0.1241073371
823	0.1239870937
824	0.1238717852
825	0.1237730101
826	0.1235271734
827	0.1233598528
828	0.1232311841
829	0.1231461462
830	0.1230880696
831	0.1229702234
832	0.1228403692
833	0.1226130277
834	0.1225355466
835	0.1224379677
836	0.1223486454
837	0.1222961722
838	0.122045735
839	0.1219070314
840	0.121839988
841	0.1217575184
842	0.1216452477
843	0.1215557364
844	0.1215312164
845	0.1214373423
846	0.1213117617
847	0.1212188489
848	0.1210113824
849	0.1209796092
850	0.1207051644
851	0.1205619501
852	0.1204383445
853	0.1202567954
854	0.1201081553
855	0.1199878169
856	0.1198396344
857	0.1197558219
858	0.1196845977
859	0.1195595844
860	0.1193665707
861	0.1192591411
862	0.1192556066
863	0.1191206887
864	0.1189299346
865	0.1188922829
866	0.1188125454
867	0.1187483348
868	0.118639699
869	0.1186018794
870	0.1184352569
871	0.1184142334
872	0.1183427167
873	0.1183190133
874	0.1180141389
875	0.1179275874
876	0.1179059326
877	0.1177485922
878	0.1176115381
879	0.1173978953
880	0.1173107632
881	0.1171950745
882	0.1170546553
883	0.1169518481
884	0.1169340378
885	0.1168313208
886	0.1166858208
887	0.1164246774
888	0.1162617804
889	0.1161833401
890	0.1161802142
891	0.1161422686
892	0.1160806028
893	0.1160189182
894	0.115910496
895	0.1158303177
896	0.1158159992
897	0.1156973928
898	0.1155663739
899	0.1153920058
900	0.1153516182
901	0.1153010151
902	0.1150953554
903	0.115009744
904	0.1149740474
905	0.1149709767
906	0.1148544002
907	0.1146804293
908	0.1145282737
909	0.1144511761
910	0.1143737142
911	0.1142506056
912	0.1142481174
913	0.1141414197
914	0.114075537
915	0.1140420717
916	0.1139748072
917	0.1136904102
918	0.1136880414
919	0.1136855247
920	0.1135605267
921	0.1134512557
922	0.1134484705
923	0.1132534857
924	0.1132122238
925	0.1130661124
926	0.1129976267
927	0.1129741609
928	0.1129644035
929	0.1128583674
930	0.1127579031
931	0.1126221416
932	0.1124939749
933	0.1123804845
934	0.1122783111
935	0.1121182263
936	0.1120250574
937	0.1119541438
938	0.1119140947
939	0.1118458207
940	0.1117684134
941	0.111687014
942	0.1116179989
943	0.1115791978
944	0.1115105838
945	0.1113896622
946	0.1112872428
947	0.1112350538
948	0.1111295899
949	0.111061842
950	0.1109992767
951	0.110868195
952	0.1107644705
953	0.1106665107
954	0.1106017694
955	0.1103994088
956	0.1103736253
957	0.1102990951
958	0.1102199089
959	0.1101312439
960	0.1101031214
961	0.109962655
962	0.1098132452
963	0.1097793124
964	0.109740888
965	0.1096469175
966	0.1095962981
967	0.1095033104
968	0.1094299682
969	0.1091371992
970	0.1090406656
971	0.1089149376
972	0.1088575565
973	0.1087461394
974	0.1087144672
975	0.1086460733
976	0.1085586336
977	0.1084346843
978	0.1083490163
979	0.1083104573
980	0.108212417
981	0.1081587882
982	0.1080222502
983	0.1079172981
984	0.1078371672
985	0.1077711296
986	0.10768739
987	0.1076074
988	0.1075064171
989	0.1074041551
990	0.1073264259
991	0.1071533167
992	0.1070012472
993	0.1068416292
994	0.1067944966
995	0.106683005
996	0.1064997896
997	0.1064496117
998	0.1062227065
999	0.1061142143
